param,value,avg_loss,f1_macro,f1_micro,auroc,f1_class_0,f1_class_1,f1_class_2,f1_class_3,precision_class_0,precision_class_1,precision_class_2,precision_class_3,recall_class_0,recall_class_1,recall_class_2,recall_class_3
model_type,GAT,0.540435691248455,0.5482900791940406,0.848385778504291,0.7171984386086487,0.9164696611505122,0.18011049723756906,0.9516072472238457,0.1321978913219789,0.8838345456519379,0.2824956672443674
model_type,GCN,0.4137413605463271,0.6975369032456823,0.9327748263179403,0.8581280538847851,0.9642779587404995,0.43079584775086505,0.964382669128027,0.43005181347150256,0.9641732710889154,0.43154246100519933
model_type,GIN,0.4089321494893798,0.7083457703079235,0.9351246424192889,0.8580979019321147,0.9655247298984744,0.4511668107173725,0.9656820156385751,0.45,0.9653674953859516,0.45233968804159447
emb_dim,16,0.4829106373481112,0.6090904435305527,0.9232733959950961,0.7912941105192777,0.9595431772881539,0.25863770977295164,0.9523096663815227,0.30045871559633025,0.9668874172185431,0.2270363951473137
emb_dim,32,0.5710682051341518,0.5517697068226953,0.8881283203923171,0.6252967450755417,0.9400558383971095,0.16348357524828114,0.9481007067137809,0.14617486338797814,0.9321463467593095,0.1854419410745234
emb_dim,64,0.38859300853477585,0.7036075065779591,0.9170412750306498,0.8666048449719244,0.9551232452746767,0.45209176788124156,0.9727569514803557,0.3701657458563536,0.9381174682444903,0.5805892547660312
emb_dim,128,0.42384562551597854,0.7039122063894935,0.9332856559051901,0.8277424118212965,0.9645166548932239,0.443307757885763,0.9655134899912968,0.436241610738255,0.9635218760178048,0.4506065857885615
num_layers,1,0.4633629756851816,0.6368888329979879,0.9035553739272578,0.8052796304320788,0.9480633802816901,0.32571428571428573,0.9610708310094813,0.2770352369380316,0.9354033221148627,0.3951473136915078
num_layers,2,0.3394645071418019,0.7915899445786483,0.9530036779730282,0.9006781508131996,0.9750027170959679,0.6081771720613288,0.9760635404199761,0.5979899497487438,0.9739441971555749,0.6187175043327556
num_layers,3,0.32507330175866583,0.7567510136780415,0.9331834899877401,0.8988710092879302,0.9639152504965791,0.5495867768595041,0.9800291708740043,0.456,0.9483226576918902,0.6915077989601387
num_layers,4,0.34488200274253494,0.7202519942060059,0.9167347772783,0.8917605579343664,0.9546995720082263,0.48580441640378547,0.9781321184510251,0.3819444444444444,0.9323634784496797,0.6672443674176777
pooling,max,0.48238321684081764,0.6109768214911567,0.9157131181038006,0.7776556438152182,0.9552869763156469,0.26666666666666666,0.9537878787878787,0.2737226277372263,0.9567907936163283,0.25996533795493937
pooling,mean,0.5381965483021405,0.5499348107155057,0.9170412750306498,0.7082152264256417,0.9564097058191969,0.14345991561181434,0.945948815971116,0.18328840970350405,0.9671045489089133,0.11785095320623917
pooling,concat,0.4466554433460426,0.6892600090115557,0.9379852881078872,0.8473506829205606,0.9672688056079806,0.41125121241513096,0.9608956503106921,0.4669603524229075,0.9737270654652046,0.36741767764298094
dropout,0.0,0.43492442891123445,0.6557603518081374,0.8978340825500613,0.8353721258979967,0.944432096021338,0.3670886075949367,0.9673306772908367,0.28913260219341974,0.9225925523830203,0.5025996533795494
dropout,0.1,0.4934923057779183,0.6398680350107858,0.9089701675521046,0.8236560460921283,0.9511754068716094,0.3285606631499623,0.9602788227483957,0.2906666666666667,0.9422429703615243,0.3778162911611785
dropout,0.3,0.5962620643667536,0.4864201571419424,0.9406416019615856,0.5841358487995759,0.9694097825514664,0.003430531732418525,0.9411163361275813,0.16666666666666666,0.9994571707740745,0.0017331022530329288
dropout,0.5,0.5962746103653331,0.4848149902626454,0.9410502656313854,0.5705606964922318,0.9696299805252908,0.0,0.9410502656313854,0.0,1.0,0.0
lr,0.001,0.3481026256283489,0.7458314052007977,0.9362484675112382,0.8926642227748565,0.9658269441401972,0.5258358662613982,0.9744723173831362,0.46820027063599456,0.9573336228422539,0.5996533795493935
lr,0.0005,0.38712193938641765,0.7174343429739195,0.9281773600326931,0.8662575565685442,0.9614604462474645,0.47340823970037454,0.9710963455149502,0.41688654353562005,0.9520138964281837,0.5476603119584056
lr,0.0003,0.4707386678395172,0.6714785751698651,0.9085615038823048,0.8180649991429507,0.950560680550185,0.3923964697895451,0.9676113360323887,0.32254464285714285,0.9341005319726414,0.5008665511265165
lr,0.0001,0.4932258988554084,0.618170300413587,0.8969145892930118,0.7634977732712395,0.9444107762657705,0.2919298245614035,0.9587248322147651,0.24528301886792453,0.930517859081533,0.36048526863084923
lr,5e-05,0.5548696697147844,0.5609944197858783,0.9055986922762567,0.6686847464234892,0.9499458288190683,0.17204301075268819,0.9479943777705698,0.17810760667903525,0.9519053305829986,0.1663778162911612
weight_decay,0.0,0.4457767458839549,0.6248675607225016,0.8618716796076829,0.8286830022200493,0.9230418943533698,0.32669322709163345,0.9702046188823741,0.2292103424178896,0.8802518727608294,0.5684575389948007
weight_decay,1e-05,0.4125328727821314,0.660153240525691,0.8941561095218635,0.8508226261758085,0.9421552205471804,0.37815126050420167,0.9698815955856995,0.2892561983471074,0.9159700358267289,0.5459272097053726
weight_decay,0.0001,0.41673429420497876,0.6639514830718792,0.9096853289742541,0.8513343156315814,0.9513162242537725,0.3765867418899859,0.9653515144741254,0.31747919143876335,0.9376832048637499,0.462738301559792
weight_decay,0.001,0.44372054314228637,0.6514802715386908,0.89997956681651,0.8283779077348368,0.9457707860189443,0.3571897570584373,0.9655055417326397,0.28752642706131076,0.9268266203452394,0.4714038128249567
optimizer,AdamW,0.43507564988206415,0.6872197237767973,0.9264405394360441,0.8252106826533794,0.960758665794637,0.41368078175895767,0.9646492284119514,0.3901689708141321,0.9568993594615134,0.44020797227036396
optimizer,Adam,0.44732619107402616,0.6444380615266343,0.9077441765427053,0.8213521734901021,0.9504145845917302,0.3384615384615385,0.9615555555555556,0.29314720812182743,0.9395288242318967,0.4003466204506066
optimizer,RAdam,0.46670180875686257,0.6165514049265229,0.8895586432366163,0.8069310260676567,0.9401008477863356,0.29300196206671025,0.9600497962879131,0.23529411764705882,0.9209640647052437,0.3882149046793761
